Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021141,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9.50,6.30,13.50,,,7301,"(35.1877487555, -89.7655274748)",HLTHOUT,TEETHLOST,4748000,47157021141,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157005600,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29.20,20.50,38.50,,,3802,"(35.0890361265, -90.0447067021)",HLTHOUT,TEETHLOST,4748000,47157005600,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015630,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,11.80,7.80,16.60,,,3189,"(36.0300312489, -86.6145110967)",HLTHOUT,TEETHLOST,4752006,47037015630,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157020542,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,23.90,18.90,29.90,,,5313,"(35.1975005171, -89.9068658088)",HLTHOUT,TEETHLOST,4748000,47157020542,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157007400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.10,9.10,20.80,,,3094,"(35.1118643832, -89.9358941228)",HLTHOUT,TEETHLOST,4748000,47157007400,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037019105,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,20.90,13.40,29.70,,,5502,"(36.0513249553, -86.724258158)",HLTHOUT,TEETHLOST,4752006,47037019105,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037013500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.60,10.20,22.40,,,1936,"(36.1503310917, -86.8286410961)",HLTHOUT,TEETHLOST,4752006,47037013500,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157004200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,6.10,4.10,9.10,,,2348,"(35.1442847811, -90.0582100389)",HLTHOUT,TEETHLOST,4748000,47157004200,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.90,10.10,23.00,,,3632,"(36.0401815177, -83.9412230694)",HLTHOUT,TEETHLOST,4740000,47093005000,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157010610,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.00,25.00,37.60,,,7051,"(35.070949999, -89.9186649794)",HLTHOUT,TEETHLOST,4748000,47157010610,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015619,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.40,7.10,14.40,,,4639,"(36.0972128283, -86.5907016995)",HLTHOUT,TEETHLOST,4752006,47037015619,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149040904,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.90,6.70,15.90,,,4316,"(35.8293771187, -86.4333958177)",HLTHOUT,TEETHLOST,4751560,47149040904,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157009100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,36.40,29.80,42.80,,,2567,"(35.1726556405, -89.9098390627)",HLTHOUT,TEETHLOST,4748000,47157009100,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037012701,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,30.70,21.20,40.90,,,5150,"(36.2212110254, -86.7946381366)",HLTHOUT,TEETHLOST,4752006,47037012701,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015501,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,11.60,7.40,16.70,,,3383,"(36.1709368867, -86.644421803)",HLTHOUT,TEETHLOST,4752006,47037015501,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037013100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.30,12.20,21.20,,,2190,"(36.2156183387, -86.922992251)",HLTHOUT,TEETHLOST,4752006,47037013100,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093006800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.70,23.60,40.40,,,4415,"(35.9691508889, -83.9026663609)",HLTHOUT,TEETHLOST,4740000,47093006800,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157006000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,35.50,25.20,46.50,,,2030,"(35.1045792297, -90.0188335966)",HLTHOUT,TEETHLOST,4748000,47157006000,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018101,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,18.40,11.90,25.40,,,4700,"(36.1439613559, -86.8662660609)",HLTHOUT,TEETHLOST,4752006,47037018101,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157000400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,45.00,35.00,54.00,,,1727,"(35.1781974735, -90.0163510102)",HLTHOUT,TEETHLOST,4748000,47157000400,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010602,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,21.70,15.70,28.00,,,3442,"(36.253365324, -86.6817557329)",HLTHOUT,TEETHLOST,4752006,47037010602,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149040302,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.80,9.30,20.30,,,148,"(35.9040426065, -86.4789099983)",HLTHOUT,TEETHLOST,4751560,47149040302,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157022700,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29.70,21.60,38.50,,,7166,"(35.0077659385, -90.0513630933)",HLTHOUT,TEETHLOST,4748000,47157022700,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018301,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,11.40,8.10,15.40,,,7368,"(36.1342444257, -86.9660257669)",HLTHOUT,TEETHLOST,4752006,47037018301,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010401,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,25.10,16.80,33.30,,,4494,"(36.2947153831, -86.6911187036)",HLTHOUT,TEETHLOST,4752006,47037010401,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021754,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.50,11.60,21.90,,,2364,"(35.0167942091, -89.8399559878)",HLTHOUT,TEETHLOST,4748000,47157021754,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037019006,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,22.60,16.20,30.10,,,5473,"(36.0899457741, -86.7174801595)",HLTHOUT,TEETHLOST,4752006,47037019006,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004615,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.50,10.40,26.00,,,4191,"(35.9527089313, -84.0319352857)",HLTHOUT,TEETHLOST,4740000,47093004615,Teeth Loss
2016,TN,Tennessee,Knoxville,City,BRFSS,Health Outcomes,4740000,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.10,16.30,18.10,,,178874,"(35.9690594531, -83.9495877264)",HLTHOUT,TEETHLOST,4740000,,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037011300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.80,18.80,31.00,,,5317,"(36.2021376395, -86.7609246036)",HLTHOUT,TEETHLOST,4752006,47037011300,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9.60,5.70,14.70,,,5804,"(36.2104122971, -86.6882030885)",HLTHOUT,TEETHLOST,4752006,47037015300,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015624,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.80,9.00,17.90,,,4509,"(36.1457359079, -86.6254409227)",HLTHOUT,TEETHLOST,4752006,47037015624,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015802,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.90,17.60,32.70,,,5882,"(36.1231320505, -86.7142265091)",HLTHOUT,TEETHLOST,4752006,47037015802,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005709,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,5.80,2.20,12.20,,,53,"(35.86139382, -84.0801585598)",HLTHOUT,TEETHLOST,4740000,47093005709,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157020541,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,19.80,14.30,26.20,,,5158,"(35.2142908345, -89.9099025834)",HLTHOUT,TEETHLOST,4748000,47157020541,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093002900,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,26.00,19.70,33.10,,,3765,"(36.003541894, -83.9398730976)",HLTHOUT,TEETHLOST,4740000,47093002900,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.20,11.00,22.90,,,4160,"(36.0199847745, -83.940415456)",HLTHOUT,TEETHLOST,4740000,47093004100,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093007000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,30.10,23.80,37.30,,,2664,"(35.9693212771, -83.9422984358)",HLTHOUT,TEETHLOST,4740000,47093007000,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157004300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,5.90,3.80,9.80,,,1353,"(35.1298657676, -90.0647633371)",HLTHOUT,TEETHLOST,4748000,47157004300,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157000300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,39.60,29.90,49.00,,,1060,"(35.1781294208, -90.0296002982)",HLTHOUT,TEETHLOST,4748000,47157000300,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037016000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,34.20,23.50,45.00,,,874,"(36.1454955363, -86.7638145949)",HLTHOUT,TEETHLOST,4752006,47037016000,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005807,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,8.40,4.30,14.40,,,259,"(35.8932992399, -84.1172044713)",HLTHOUT,TEETHLOST,4740000,47093005807,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021342,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,8.60,5.70,12.20,,,2511,"(35.0556004432, -89.7984751532)",HLTHOUT,TEETHLOST,4748000,47157021342,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021721,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29.30,21.60,38.20,,,3974,"(35.0613386322, -89.8613468208)",HLTHOUT,TEETHLOST,4748000,47157021721,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037013400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,6.30,3.60,11.30,,,3746,"(36.1446955813, -86.8426724912)",HLTHOUT,TEETHLOST,4752006,47037013400,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157002600,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,8.20,4.80,13.50,,,2511,"(35.1480882633, -90.0039733445)",HLTHOUT,TEETHLOST,4748000,47157002600,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157022330,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.90,18.10,32.50,,,4744,"(35.0281454156, -90.0838624162)",HLTHOUT,TEETHLOST,4748000,47157022330,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037019600,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.60,10.50,26.80,,,3764,"(36.1538311711, -86.7221674827)",HLTHOUT,TEETHLOST,4752006,47037019600,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021320,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9.00,5.80,13.50,,,5924,"(35.0921858044, -89.8509901218)",HLTHOUT,TEETHLOST,4748000,47157021320,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037017800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.20,5.20,10.30,,,4858,"(36.1125202586, -86.7940986863)",HLTHOUT,TEETHLOST,4752006,47037017800,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157010110,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,42.60,35.00,49.40,,,7191,"(35.2172696672, -90.0103725167)",HLTHOUT,TEETHLOST,4748000,47157010110,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149040903,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,11.30,7.50,15.70,,,9613,"(35.8272945106, -86.4521681815)",HLTHOUT,TEETHLOST,4751560,47149040903,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157006800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,37.10,27.60,46.90,,,2538,"(35.1041339015, -89.9766825927)",HLTHOUT,TEETHLOST,4748000,47157006800,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021135,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.60,7.00,15.40,,,6334,"(35.1667753933, -89.7865710045)",HLTHOUT,TEETHLOST,4748000,47157021135,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093000902,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.60,18.50,32.60,,,4214,"(35.9484404658, -83.935271767)",HLTHOUT,TEETHLOST,4740000,47093000902,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021121,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.20,8.80,21.20,,,4032,"(35.1793386592, -89.8098894703)",HLTHOUT,TEETHLOST,4748000,47157021121,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015628,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,18.90,12.70,26.80,,,3224,"(36.0532072157, -86.6572040786)",HLTHOUT,TEETHLOST,4752006,47037015628,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157003100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,8.60,6.20,11.40,,,3410,"(35.1329459694, -89.979774372)",HLTHOUT,TEETHLOST,4748000,47157003100,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004403,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.00,6.90,21.40,,,4007,"(35.9194229123, -84.0447729896)",HLTHOUT,TEETHLOST,4740000,47093004403,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004610,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.20,8.20,32.40,,,452,"(35.924037585, -84.0791856941)",HLTHOUT,TEETHLOST,4740000,47093004610,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149041403,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.70,12.10,23.90,,,7101,"(35.8632696184, -86.3531192088)",HLTHOUT,TEETHLOST,4751560,47149041403,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037013700,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.40,20.80,36.10,,,5834,"(36.1911511856, -86.8085327041)",HLTHOUT,TEETHLOST,4752006,47037013700,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010901,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.60,10.00,17.70,,,2952,"(36.2652149217, -86.7586096067)",HLTHOUT,TEETHLOST,4752006,47037010901,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037014400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,25.30,16.40,34.60,,,1250,"(36.1576629645, -86.8057331508)",HLTHOUT,TEETHLOST,4752006,47037014400,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093002400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.00,16.70,31.80,,,2973,"(35.9360764424, -83.9168130886)",HLTHOUT,TEETHLOST,4740000,47093002400,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157008120,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.40,24.80,37.80,,,4393,"(35.0869484061, -89.9617240752)",HLTHOUT,TEETHLOST,4748000,47157008120,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037016400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.50,10.30,21.90,,,4402,"(36.1401682761, -86.7966089777)",HLTHOUT,TEETHLOST,4752006,47037016400,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149041700,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,18.10,11.80,25.20,,,4691,"(35.8650813391, -86.4018914156)",HLTHOUT,TEETHLOST,4751560,47149041700,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018905,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.90,7.10,20.00,,,2898,"(36.0593607088, -86.7364092465)",HLTHOUT,TEETHLOST,4752006,47037018905,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021731,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.80,21.60,36.70,,,2845,"(35.0427235455, -89.8760678502)",HLTHOUT,TEETHLOST,4748000,47157021731,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018405,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.30,4.30,11.30,,,4760,"(36.0521853395, -86.9407121165)",HLTHOUT,TEETHLOST,4752006,47037018405,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037011001,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29.70,23.30,36.10,,,5953,"(36.2229163853, -86.7598911314)",HLTHOUT,TEETHLOST,4752006,47037011001,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037019112,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.30,12.50,20.40,,,3912,"(36.0360852644, -86.6924294734)",HLTHOUT,TEETHLOST,4752006,47037019112,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157022024,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,20.20,14.30,27.10,,,3490,"(35.0416570048, -90.0154454964)",HLTHOUT,TEETHLOST,4748000,47157022024,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010104,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.90,10.60,19.70,,,3070,"(36.2962421445, -86.884373603)",HLTHOUT,TEETHLOST,4752006,47037010104,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021142,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,8.60,5.50,12.60,,,3440,"(35.1924403124, -89.7796246334)",HLTHOUT,TEETHLOST,4748000,47157021142,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005803,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,49,"(35.9037780503, -84.1406910727)",HLTHOUT,TEETHLOST,4740000,47093005803,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157005900,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,40.00,31.60,49.80,,,2730,"(35.1114619658, -90.0387182572)",HLTHOUT,TEETHLOST,4748000,47157005900,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157020622,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.30,9.80,19.50,,,895,"(35.184969891, -89.8624968007)",HLTHOUT,TEETHLOST,4748000,47157020622,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018804,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.20,4.20,11.70,,,4868,"(36.0304702133, -86.7544989419)",HLTHOUT,TEETHLOST,4752006,47037018804,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005604,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.60,6.20,26.40,,,226,"(35.885926764, -83.9575566983)",HLTHOUT,TEETHLOST,4740000,47093005604,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157011500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,40.40,31.10,48.80,,,2914,"(35.1151683214, -90.023746709)",HLTHOUT,TEETHLOST,4748000,47157011500,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157011020,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,23.20,17.50,30.20,,,1615,"(35.0403975855, -89.9453385844)",HLTHOUT,TEETHLOST,4748000,47157011020,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157022220,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.90,20.30,38.10,,,4099,"(35.0660690423, -90.0748840956)",HLTHOUT,TEETHLOST,4748000,47157022220,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018410,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.20,5.70,16.00,,,2770,"(36.0712760339, -86.9382627391)",HLTHOUT,TEETHLOST,4752006,47037018410,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157010710,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,21.30,15.80,27.10,,,4831,"(35.071774825, -89.8954538734)",HLTHOUT,TEETHLOST,4748000,47157010710,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037019115,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.20,4.30,11.20,,,3654,"(36.0133154771, -86.7176062426)",HLTHOUT,TEETHLOST,4752006,47037019115,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149041101,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.10,6.20,15.00,,,6145,"(35.9004763025, -86.3651081273)",HLTHOUT,TEETHLOST,4751560,47149041101,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093001700,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,23.20,16.30,31.30,,,2560,"(35.9924175522, -83.912608698)",HLTHOUT,TEETHLOST,4740000,47093001700,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157020511,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.10,12.00,23.30,,,2128,"(35.2054318433, -89.9601890603)",HLTHOUT,TEETHLOST,4748000,47157020511,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004607,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9.30,5.60,13.90,,,2930,"(35.9707281546, -84.0409046931)",HLTHOUT,TEETHLOST,4740000,47093004607,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149041201,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9.50,5.70,14.40,,,3567,"(35.7871687137, -86.3792205032)",HLTHOUT,TEETHLOST,4751560,47149041201,Teeth Loss
